id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
3471702,MWI,,,PreservedSpecimen,007092b9-7b19-407f-bd8b-9eaac132d41c,MWI00043807,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,"Thomas L. Green",1997,,,,,,"Green, Thomas L.",,,,1997,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality",,,,,,,,0,,,,,USA,Iowa,"Des Moines","Southeast Burlington",,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",43807,130,urn:uuid:007092b9-7b19-407f-bd8b-9eaac132d41c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=3471702
4404729,F,Botany,,PreservedSpecimen,d9801793-8494-4159-bdd1-cef9e4687e38,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"W. H. Duncan",,,,1942,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, georeferenceProtocol",,,,,,,,,,,,,U.S.A.,Georgia,,,,,1,,,,,,,,,,,,,,,,,,,en,,"2015-03-06 19:06:28",d9801793-8494-4159-bdd1-cef9e4687e38,181,urn:uuid:9a62a4fa-8cfd-4fc8-88be-3ae977a5bc9c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4404729
4444653,F,Botany,,PreservedSpecimen,255424c4-8c75-4b70-a80a-8b580ef9822b,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,Isotype,"W. H. Duncan",,,,1940,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, georeferenceProtocol",,,,,,,,,,,,,U.S.A.,Georgia,,,,,1,,,,,,,,,,,,,,,,,,,en,,"2019-09-05 16:15:52",255424c4-8c75-4b70-a80a-8b580ef9822b,181,urn:uuid:19dded02-29f5-491a-89a1-f6148665bc0e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4444653
4472038,F,Botany,,PreservedSpecimen,201657da-0296-49a8-85bc-5be9bc6af310,,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"W. H. Duncan",,,,1942,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, georeferenceProtocol",,,,,,,,,,,,,U.S.A.,Georgia,,,,,1,,,,,,,,,,,,,,,,,,,en,,"2015-03-06 23:03:16",201657da-0296-49a8-85bc-5be9bc6af310,181,urn:uuid:5dc4ebca-5d28-44df-8bd9-5d6f0be043e8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4472038
5674814,LSU,"Vascular Plants",,PreservedSpecimen,3cdb340c-27a5-11e3-8d47-005056be0003,LSU00028204,75880,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Nelwyn M. Gilmore","Latimore M. Smith; Lowell E. Urbatsch",,,1989,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimCoordinates, habitat",,,,,,,,,,,,,"United States",Louisiana,Caldwell,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2008-11-03 02:55:49",29997,210,urn:uuid:a03ea928-25fa-418c-8f32-4bae93069b70,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5674814
5674815,LSU,"Vascular Plants",,PreservedSpecimen,3cdb36fa-27a5-11e3-8d47-005056be0003,LSU00028205,75865,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Nelwyn M. Gilmore",,,,1985,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimCoordinates, habitat",,,,,,,,,,,,,"United States",Louisiana,Caldwell,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2001-05-03 12:00:00",29998,210,urn:uuid:01b5e041-a251-45de-9769-6e09fb5932e8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5674815
5674816,LSU,"Vascular Plants",,PreservedSpecimen,3cdb39de-27a5-11e3-8d47-005056be0003,LSU00028206,86470,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Lowell E. Urbatsch","Nelwyn M. Gilmore; Latimore M. Smith",,,1989,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimCoordinates, habitat",,,,,,,,,,,,,"United States",Louisiana,Caldwell,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2001-05-03 12:00:00",29999,210,urn:uuid:1896df29-aed3-45bc-9600-f2b01f75473f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5674816
5674817,LSU,"Vascular Plants",,PreservedSpecimen,3cdb3cae-27a5-11e3-8d47-005056be0003,LSU00028207,86471,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Lowell E. Urbatsch","Nelwyn M. Gilmore; Latimore M. Smith",,,1989,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimCoordinates, habitat",,,,,,,,,,,,,"United States",Louisiana,Caldwell,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2001-05-03 12:00:00",30000,210,urn:uuid:e3f71eb2-57c1-4fd7-85f2-0cca0bf8ffca,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5674817
5725945,LSU,"Vascular Plants",,PreservedSpecimen,445ba608-27a5-11e3-8d47-005056be0003,LSU00079458,42314,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Wilbur H. Duncan",,,,1977,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Georgia,Clarke,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2005-07-11 12:00:00",84116,210,urn:uuid:42181d3f-7295-42c3-a7ce-187e6e14251c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5725945
5725946,LSU,"Vascular Plants",,PreservedSpecimen,445baa4a-27a5-11e3-8d47-005056be0003,LSU00079457,53062,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Wilbur H. Duncan",,,,1946,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States","South Carolina",Greenwood,,,,1,,,,,,,,,,,,,,,,,,,,Modifier,"2005-07-11 12:00:00",84117,210,urn:uuid:3b0e58f0-878f-4ede-ae4e-49a0f528e4e5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5725946
5792265,MISSA,,,PreservedSpecimen,85c58b63-1091-4099-b6b4-5c31b5102ada,MISSA014893,8374,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"W. H. Duncan",,,,1942,,,,,,"Tree 12 m tall and 35 cm. In dia. Bark of trunk gray, with small narrow flakes. In Am. Midland Nat. xxiv. 755 (1940)",,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,sterile,,,,,,,"United States",Georgia,Oglethorpe,,,,1,,,,,,,,,,,,,,,,,,,,mabi,"2019-08-14 03:19:22",,216,urn:uuid:85c58b63-1091-4099-b6b4-5c31b5102ada,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5792265
5854282,DSC,,,PreservedSpecimen,f5c3b3d8-fb86-4266-b7e0-579f59c17ca1,DSC104174,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,FAGACEAE,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Ken L. Gordon, R. L. Jones, J. Wiseman Jr.",,,,1987,,,,,,"Collected for the Herbarium of the Mississippi Museum of Natural Science for the Natural Heritage Program Field Survey. Two sheets.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Mississippi,Jasper,,,,1,,,,,,,,,,,,,,,,,,,,,"2017-05-19 06:20:16",,218,urn:uuid:f5c3b3d8-fb86-4266-b7e0-579f59c17ca1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5854282
5854283,DSC,,,PreservedSpecimen,76f6b6b9-e17a-43a4-9702-8fe802b72eb2,DSC104175,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,FAGACEAE,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Ken L. Gordon, R. L. Jones, J. Wiseman Jr.",,,,1987,,,,,,"Collected for the Herbarium of the Mississippi Museum of Natural Science for the Natural Heritage Program Field Survey. Two sheets.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States",Mississippi,Jasper,,,,1,,,,,,,,,,,,,,,,,,,,,"2017-05-19 06:20:16",,218,urn:uuid:76f6b6b9-e17a-43a4-9702-8fe802b72eb2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5854283
5854284,DSC,,,PreservedSpecimen,a98d11fb-cf5d-4a60-bdb2-be4b18e51b0c,DSC104176,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,FAGACEAE,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Charles T. Bryson, R. Wieland",,,,1991,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources, habitat",,,,,,,,,,,,,"United States",Mississippi,Scott,,,,1,,,,,,,,,,,,,,,,,,,,,"2017-07-13 15:35:52",,218,urn:uuid:a98d11fb-cf5d-4a60-bdb2-be4b18e51b0c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5854284
5854285,DSC,,,PreservedSpecimen,5f991fe0-0a05-488e-9e68-b94b39df279c,DSC104177,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,FAGACEAE,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,"Oglethorpe oak",,,"Philip J. Crutchfield, H. E. Ahles",,,,1961,,,,,,"Collected for the Herbarium of the University of North Carolina for the 'Plants of the Southeastern United States'.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States","South Carolina",Greenwood,,,,1,,,,,,,,,,,,,,,,,,,,,"2017-05-19 06:20:16",,218,urn:uuid:5f991fe0-0a05-488e-9e68-b94b39df279c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5854285
5886326,MISS,,,PreservedSpecimen,5d626382-41cf-4cc2-9f0a-c843d6a6a1ab,MISS0019160,23031,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"P. J. Crutchfield & H. E. Ahles",,,,1961,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,USA,"South Carolina",Greenwood,,,,1,,,,,,,,,,,,,,,,,,,,lucilemccook,"2016-08-23 12:48:40",,220,urn:uuid:5d626382-41cf-4cc2-9f0a-c843d6a6a1ab,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=5886326
6025341,USMS,,,PreservedSpecimen,679d7f67-8757-4ba0-a82b-844d9e4187f8,USMS_000010992,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"P. J. Crutchfield & H. E. Ahles",,,,,,,,,,,,,,,"field values redacted: eventDate, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,"United States","South Carolina",Greenwood,,,,1,,,,,,,,,,,,,,,,,,,,danielmcnair,"2017-10-02 09:23:50",,221,urn:uuid:679d7f67-8757-4ba0-a82b-844d9e4187f8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6025341
6025342,USMS,,,PreservedSpecimen,8f7bd8e5-5ddc-4520-a57c-051fb838dbd0,USMS_000010993,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,,,,,,,,,,,,,,,,"field values redacted: locality",,,,,,,,,,,,,"United States",Georgia,"Lowndes County",,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,221,urn:uuid:8f7bd8e5-5ddc-4520-a57c-051fb838dbd0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6025342
6266466,MISS,,,PreservedSpecimen,4de5ae9f-1950-469c-bc2a-ac38af354bd7,MISS0071390,80414,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Ken L. Gordon with J.B. Wieseman, Jr.",,,,1988,,,,,,"Only one small tree seen.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,,,,,,,,,,,,USA,Mississippi,Jasper,,,,1,,,,,,,,,,,,,,,,,,,,lucilemccook,"2016-11-02 14:13:07",,220,urn:uuid:4de5ae9f-1950-469c-bc2a-ac38af354bd7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6266466
6266467,MISS,,,PreservedSpecimen,1a28e324-b25a-4297-af94-e9d5a05b3250,MISS0071391,80415,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Ken L. Gordon with J.B. Wieseman, Jr.",,,,1988,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources",,,,,,,,,,,,,USA,Mississippi,Scott,,,,1,,,,,,,,,,,,,,,,,,,,lucilemccook,"2017-05-18 14:54:48",,220,urn:uuid:1a28e324-b25a-4297-af94-e9d5a05b3250,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6266467
6346456,MMNS,,,PreservedSpecimen,MMNS005980,MMNS005980,5980,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"James B. Wiseman, Jr.","R.L. Jones",,,1986,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,fru,,,,,,,"United States",Mississippi,Scott,,,,1,,,,,,,,,,,,,,,,,,,,,"2016-02-24 13:56:44",5980,222,urn:uuid:0dc04bc0-6b50-41d6-a841-5ec3d441b568,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6346456
6346457,MMNS,,,PreservedSpecimen,MMNS005981,MMNS005981,5981,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"James B. Wiseman, Jr.","R.L. Jones",,,1985,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Jasper,,,,1,,,,,,,,,,,,,,,,,,,,,"2017-01-17 09:44:38",5981,222,urn:uuid:e56e09ea-a75a-4b15-95d1-97d9c3a3c81a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6346457
6346493,MMNS,,,PreservedSpecimen,MMNS006017,MMNS006017,6017,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"James B. Wiseman, Jr.","R.L. Jones",,,1985,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Scott,,,"Bienville National Forest",1,,,,,,,,,,,,,,,,,,,,,"2016-02-24 13:03:45",6017,222,urn:uuid:903c5a80-7513-436f-8f29-398b621b9b80,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6346493
6346494,MMNS,,,PreservedSpecimen,MMNS006018,MMNS006018,6018,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"James B. Wiseman, Jr.","R.L. Jones",,,1985,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Scott,,,"Durand Oak Prairie",1,,,,,,,,,,,,,,,,,,,,,"2016-02-24 13:03:45",6018,222,urn:uuid:37998079-b2ed-420f-9660-1d8c31ec0d08,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6346494
6350311,MMNS,,,PreservedSpecimen,MMNS009861,MMNS009861,9861,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Daniel T. Carraway",,,,1988,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Scott,,,"Tallahala WMA",1,,,,,,,,,,,,,,,,,,,,LM,"2016-02-24 13:46:07",9861,222,urn:uuid:2dd44bd9-e61d-4b6a-aba3-55594bc0328c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6350311
6351355,MMNS,,,PreservedSpecimen,MMNS010909,MMNS010909,10909,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Ronald G. Wieland","Ken Gordon and D. Elsen",,,1989,,,,,,"Tree; in subcanopy of surrounding forest.",,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Jasper,,,"Quarterliah Prairie",1,,,,,,,,,,,,,,,,,,,,HMS,"2015-05-22 20:20:13",10909,222,urn:uuid:24157a7d-24a1-4882-a2f5-f456d96830db,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6351355
6351470,MMNS,,,PreservedSpecimen,MMNS011024,MMNS011024,11024,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Daniel T. Carraway",,,,1989,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Smith,,,"Tallahala WMA",1,,,,,,,,,,,,,,,,,,,,LM,"2016-09-22 18:23:52",11024,222,urn:uuid:17542352-07c1-4b3f-a179-b7c72156ba1d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6351470
6354029,MMNS,,,PreservedSpecimen,MMNS013584,MMNS013584,13584,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Ken L. Gordon","John Burris and Jack Herring",,,1979,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,veg,,,,,,,"United States",Mississippi,Jasper,,,"Bienville National Forest",1,,,,,,,,,,,,,,,,,,,,,"2017-01-17 09:40:41",13584,222,urn:uuid:b13e7870-d8d7-4b7b-a3de-ca01ba8fa36b,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6354029
6355653,MMNS,,,PreservedSpecimen,MMNS015209,MMNS015209,15209,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Fabids|Rosids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus oglethorpensis",97598,"W. H. Duncan",Quercus,,oglethorpensis,,,Species,,,,,,,,"Daniel T. Carraway",,,,1988,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferencedBy, georeferenceSources, georeferenceVerificationStatus, habitat",,,,,,fru,,,,,,,"United States",Mississippi,Jasper,,,"Tallahala WMA",1,,,,,,,,,,,,,,,,,,,,LM,"2016-10-18 19:30:17",15209,222,urn:uuid:29c7890f-1c36-43d6-a84a-a81e62522530,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=6355653
