id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
12546783,TENN,,,PreservedSpecimen,ccff60ba-cf93-4c95-bfd5-1f3f4080fc13,TENN-V-0081981,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,"Saint Clair",,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:ccff60ba-cf93-4c95-bfd5-1f3f4080fc13,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546783
12546784,TENN,,,PreservedSpecimen,2913d8ba-8a72-4f35-a235-80873862c533,TENN-V-0081982,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:2913d8ba-8a72-4f35-a235-80873862c533,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546784
12546786,TENN,,,PreservedSpecimen,08954de1-48a4-4e68-aebd-6367a6aca274,TENN-V-0081983,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:08954de1-48a4-4e68-aebd-6367a6aca274,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546786
12546788,TENN,,,PreservedSpecimen,58379ddd-af4d-4f7f-986f-5217522bc017,TENN-V-0081984,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:58379ddd-af4d-4f7f-986f-5217522bc017,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546788
12546789,TENN,,,PreservedSpecimen,920cc401-6d93-47a3-b3ee-0760f9dfaea0,TENN-V-0081985,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:920cc401-6d93-47a3-b3ee-0760f9dfaea0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546789
12546791,TENN,,,PreservedSpecimen,9ae8cc87-b314-437b-b7b9-d9ff97bafec4,TENN-V-0081986,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:9ae8cc87-b314-437b-b7b9-d9ff97bafec4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546791
12546792,TENN,,,PreservedSpecimen,91eefd6f-5121-47f7-8b66-9ff2509240ab,TENN-V-0081987,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Meriwether,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:91eefd6f-5121-47f7-8b66-9ff2509240ab,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546792
12546793,TENN,,,PreservedSpecimen,8a3eb4df-0ca0-4cc1-bbf7-c451bbbf2699,TENN-V-0081988,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Walton,,,,1,,,,,,,,,,,,,,,,,,,en,rfuller1432,"2019-08-14 03:19:22",,312,urn:uuid:8a3eb4df-0ca0-4cc1-bbf7-c451bbbf2699,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12546793
12603755,WGC,,,PreservedSpecimen,71070b61-6e7e-4e25-90e2-85c70330ea86,WGC01526,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Byrd, Dexter",,,,1976,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality",,,,,,,,,,,,,"United States",Georgia,"Walton County",,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",71070b61-6e7e-4e25-90e2-85c70330ea86,259,urn:uuid:41eda576-86da-4115-b4d6-ad64f5f5b97a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12603755
12606442,WGC,,,PreservedSpecimen,2943d549-dbba-44e8-873b-ee8b401a12b5,WGC01527,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Read, Eugene",,,,1971,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, locality",,,,,,,,,,,,,"United States",Georgia,"Walton County",,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",2943d549-dbba-44e8-873b-ee8b401a12b5,259,urn:uuid:aea42fbf-c9ef-46de-b987-8906e36fa432,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12606442
12650907,LYN,,,PreservedSpecimen,94bb6d8f-65b1-4c08-9673-5a4e9f2ad725,LYN-0015641,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,Campbell,,,,1,,,,,,,,,,,,,,,,,,,en,cowden@lynchburg.edu,"2019-08-14 03:19:22",,323,urn:uuid:94bb6d8f-65b1-4c08-9673-5a4e9f2ad725,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12650907
12650909,LYN,,,PreservedSpecimen,cb43f412-cfbc-4601-8bb7-c5024ed104ca,LYN-0015642,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Virginia,Campbell,,,,1,,,,,,,,,,,,,,,,,,,en,cowden@lynchburg.edu,"2019-08-14 03:19:22",,323,urn:uuid:cb43f412-cfbc-4601-8bb7-c5024ed104ca,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12650909
12853528,NCU,,,PreservedSpecimen,006fbc9c-a3f3-430d-b3f6-d4b056fd14d9,NCU00089852,584368,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,"Lance, Ron",1986-09-00,,,,,,"Lance, Ron",,,,1986,,,,,,,,,,,"field values redacted: eventDate, month, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceSources, habitat",,,,,,,,,,,,,"United States",Georgia,Harris,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,206,urn:uuid:006fbc9c-a3f3-430d-b3f6-d4b056fd14d9,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12853528
12853539,NCU,,,PreservedSpecimen,789b89b8-6d94-477f-85be-afe37ef9a149,NCU00089887,584379,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,"Lance, Ron",1986-09-00,,,,,,"Lance, Ron",,,,1986,0,0,,,,,,,"Georgia Oak. Small tree",,"field values redacted: eventDate, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceRemarks, georeferencedBy, georeferenceSources, habitat",,,,,,,,,,,,,"United States",Georgia,Harris,,,,1,,,,,,,,,,,,,,,,,,,,,"2019-08-14 03:19:22",,206,urn:uuid:789b89b8-6d94-477f-85be-afe37ef9a149,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12853539
12853597,NCU,,,PreservedSpecimen,e3b0ecc0-f5ef-4b5a-9140-0f921a90f6f7,NCU00111450,591759,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,"Campbell, David",,,,2010,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",,,,,,,,,,,,,"United States","North Carolina",Rutherford,,,,1,,,,,,,,,,,,,,,,,,,,,"2017-01-17 12:03:36",,206,urn:uuid:e3b0ecc0-f5ef-4b5a-9140-0f921a90f6f7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=12853597
13175683,GEO,"Granite Outcrop",,PreservedSpecimen,5ee894f0-ee5d-4fa8-ba4b-b909ca20f478,12403,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,"Endemic to Georgia, Alabama, South Carolina and North Carolina.",,,"Wilbur H. Duncan",,,,1940,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,,,,,,,,,,,,"United States of America",Georgia,"Walton County",,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2020-09-23 14:45:20",5ee894f0-ee5d-4fa8-ba4b-b909ca20f478,279,urn:uuid:4aee15cb-8660-4076-bc7c-95c0709d606d,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13175683
13175910,GEO,"Granite Outcrop",,PreservedSpecimen,d36fb2a8-07ac-47ab-9ece-e3ca5aaf5c88,16809,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,"Endemic to Georgia, Alabama, South Carolina and North Carolina.",,,"Wilbur H. Duncan",,,,1979,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,,,,,,,,,,,,"United States of America",Georgia,"Butts County",,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2020-09-23 14:45:20",d36fb2a8-07ac-47ab-9ece-e3ca5aaf5c88,279,urn:uuid:d8955ae4-3d89-4dfe-ac0b-708fa21cb2a5,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13175910
13177548,GEO,"Granite Outcrop",,PreservedSpecimen,bd6a4db9-9b3f-4a87-8b53-3c8dc688a194,6715,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,"Endemic to Georgia, Alabama, South Carolina and North Carolina.",,,"Wilbur H. Duncan",,,,1940,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,,,,,,,,,,,,"United States of America",Georgia,"Walton County",,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2020-09-23 14:45:20",bd6a4db9-9b3f-4a87-8b53-3c8dc688a194,279,urn:uuid:7da6af64-472b-4328-8a70-32847333263e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13177548
13177901,GEO,"General Collection",,PreservedSpecimen,86824954-9855-4976-94b5-43b5c2f4ef43,12397,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,"Endemic to Georgia, Alabama, South Carolina and North Carolina.",,,"Haskell Venard",,,,1946,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, habitat",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,preprocessed,"2020-09-23 14:45:20",86824954-9855-4976-94b5-43b5c2f4ef43,279,urn:uuid:7ca7c378-20c3-4a2f-a75e-8c767d058f13,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13177901
13260028,NCU,,,PreservedSpecimen,30cb2b93-ae2c-4a91-a926-7e9222b556f7,NCU00262562,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,Jefferson,,,,1,,,,,,,,,,,,,,,,,,,en,wragland,"2019-08-14 03:19:22",,206,urn:uuid:30cb2b93-ae2c-4a91-a926-7e9222b556f7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13260028
13260029,NCU,,,PreservedSpecimen,8790525e-9928-460e-a274-f568bfb347b0,NCU00262563,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Alabama,Jefferson,,,,1,,,,,,,,,,,,,,,,,,,en,wragland,"2019-08-14 03:19:22",,206,urn:uuid:8790525e-9928-460e-a274-f568bfb347b0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13260029
13260030,NCU,,,PreservedSpecimen,9665750a-55d4-42d8-bf9c-8e454e652b3e,NCU00262564,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,wragland,"2019-08-14 03:19:22",,206,urn:uuid:9665750a-55d4-42d8-bf9c-8e454e652b3e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13260030
13260031,NCU,,,PreservedSpecimen,616f9587-0a37-4b74-8a52-994f3491dbf7,NCU00262565,,"Plantae|Magnoliophyta|Eudicots|Core Eudicots|Rosids|Fabids|Fagales|Fagaceae|Quercus",Plantae,Magnoliophyta,,Fagales,Fagaceae,"Quercus georgiana",97563,"M.A. Curtis",Quercus,,georgiana,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Georgia,Dekalb,,,,1,,,,,,,,,,,,,,,,,,,en,wragland,"2019-08-14 03:19:22",,206,urn:uuid:616f9587-0a37-4b74-8a52-994f3491dbf7,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=13260031
